Date,District,Disease,Cases
2025-01,Pune,Tuberculosis,9
2025-01,Pune,Hepatitis A,21
2025-01,Jaipur,Dengue,9
2025-01,Jaipur,Malaria,15
2025-01,Jaipur,Cholera,23
2025-01,Jaipur,Typhoid,20
2025-01,Jaipur,Tuberculosis,25
2025-01,Jaipur,Hepatitis A,3
2025-01,Lucknow,Dengue,9
2025-01,Lucknow,Malaria,15
2025-01,Lucknow,Cholera,7
2025-01,Lucknow,Typhoid,38
2025-01,Lucknow,Tuberculosis,5
2025-01,Lucknow,Hepatitis A,21
2025-02,Mumbai,Dengue,21
2025-02,Mumbai,Malaria,14
2025-02,Mumbai,Cholera,20
2025-02,Mumbai,Typhoid,6
2025-02,Mumbai,Tuberculosis,20
2025-02,Mumbai,Hepatitis A,29
2025-02,Delhi,Dengue,31
2025-02,Delhi,Malaria,19
2025-02,Delhi,Cholera,5
2025-02,Delhi,Typhoid,21
2025-02,Delhi,Tuberculosis,36
2025-02,Delhi,Hepatitis A,20
2025-02,Bengaluru,Dengue,37
2025-02,Bengaluru,Malaria,20
2025-02,Bengaluru,Cholera,6
2025-02,Bengaluru,Typhoid,24
2025-02,Bengaluru,Tuberculosis,10
2025-02,Bengaluru,Hepatitis A,20
2025-02,Hyderabad,Dengue,21
2025-02,Hyderabad,Malaria,24
2025-02,Hyderabad,Cholera,21
2025-02,Hyderabad,Typhoid,22
2025-02,Hyderabad,Tuberculosis,11
2025-02,Hyderabad,Hepatitis A,26
2025-02,Ahmedabad,Dengue,11
2025-02,Ahmedabad,Malaria,12
2025-02,Ahmedabad,Cholera,20
2025-02,Ahmedabad,Typhoid,17
2025-02,Ahmedabad,Tuberculosis,25
2025-02,Ahmedabad,Hepatitis A,6
2025-02,Chennai,Dengue,7
2025-02,Chennai,Malaria,10
2025-02,Chennai,Cholera,30
2025-02,Chennai,Typhoid,10
2025-02,Chennai,Tuberculosis,23
2025-02,Chennai,Hepatitis A,6
2025-02,Kolkata,Dengue,19
2025-02,Kolkata,Malaria,11
2025-02,Kolkata,Cholera,18
2025-02,Kolkata,Typhoid,7
2025-02,Kolkata,Tuberculosis,15
2025-02,Kolkata,Hepatitis A,30
2025-02,Pune,Dengue,18
2025-02,Pune,Malaria,18
2025-02,Pune,Cholera,21
2025-02,Pune,Typhoid,30
2025-02,Pune,Tuberculosis,28
2025-02,Pune,Hepatitis A,21
2025-02,Jaipur,Dengue,11
2025-02,Jaipur,Malaria,9
2025-02,Jaipur,Cholera,18
2025-02,Jaipur,Typhoid,37
2025-02,Jaipur,Tuberculosis,18
2025-02,Jaipur,Hepatitis A,19
2025-02,Lucknow,Dengue,10
2025-02,Lucknow,Malaria,16
2025-02,Lucknow,Cholera,17
2025-02,Lucknow,Typhoid,19
2025-02,Lucknow,Tuberculosis,9
2025-02,Lucknow,Hepatitis A,8
2025-03,Mumbai,Dengue,5
2025-03,Mumbai,Malaria,7
2025-03,Mumbai,Cholera,4
2025-03,Mumbai,Typhoid,12
2025-03,Mumbai,Tuberculosis,19
2025-03,Mumbai,Hepatitis A,7
2025-03,Delhi,Dengue,17
2025-03,Delhi,Malaria,8
2025-03,Delhi,Cholera,9
2025-03,Delhi,Typhoid,6
2025-03,Delhi,Tuberculosis,26
2025-03,Delhi,Hepatitis A,32
2025-03,Bengaluru,Dengue,10
2025-03,Bengaluru,Malaria,18
2025-03,Bengaluru,Cholera,29
2025-03,Bengaluru,Typhoid,25
2025-03,Bengaluru,Tuberculosis,10
2025-03,Bengaluru,Hepatitis A,16
2025-03,Hyderabad,Dengue,23
2025-03,Hyderabad,Malaria,20
2025-03,Hyderabad,Cholera,10
2025-03,Hyderabad,Typhoid,25
2025-03,Hyderabad,Tuberculosis,22
2025-03,Hyderabad,Hepatitis A,35
2025-03,Ahmedabad,Dengue,23
2025-03,Ahmedabad,Malaria,35
2025-03,Ahmedabad,Cholera,22
2025-03,Ahmedabad,Typhoid,11
2025-03,Ahmedabad,Tuberculosis,24
2025-03,Ahmedabad,Hepatitis A,16
2025-03,Chennai,Dengue,25
2025-03,Chennai,Malaria,4
2025-03,Chennai,Cholera,19
2025-03,Chennai,Typhoid,19
2025-03,Chennai,Tuberculosis,10
2025-03,Chennai,Hepatitis A,20
2025-03,Kolkata,Dengue,28
2025-03,Kolkata,Malaria,9
2025-03,Kolkata,Cholera,20
2025-03,Kolkata,Typhoid,16
2025-03,Kolkata,Tuberculosis,26
2025-03,Kolkata,Hepatitis A,21
2025-03,Pune,Dengue,2
2025-03,Pune,Malaria,18
2025-03,Pune,Cholera,11
2025-03,Pune,Typhoid,14
2025-03,Pune,Tuberculosis,7
2025-03,Pune,Hepatitis A,21
2025-03,Jaipur,Dengue,11
2025-03,Jaipur,Malaria,6
2025-03,Jaipur,Cholera,3
2025-03,Jaipur,Typhoid,10
2025-03,Jaipur,Tuberculosis,30
2025-03,Jaipur,Hepatitis A,24
2025-03,Lucknow,Dengue,11
2025-03,Lucknow,Malaria,27
2025-03,Lucknow,Cholera,15
2025-03,Lucknow,Typhoid,24
2025-03,Lucknow,Tuberculosis,15
2025-03,Lucknow,Hepatitis A,4
2025-04,Mumbai,Dengue,18
2025-04,Mumbai,Malaria,6
2025-04,Mumbai,Cholera,29
2025-04,Mumbai,Typhoid,20
2025-04,Mumbai,Tuberculosis,35
2025-04,Mumbai,Hepatitis A,37
2025-04,Delhi,Dengue,6
2025-04,Delhi,Malaria,22
2025-04,Delhi,Cholera,32
2025-04,Delhi,Typhoid,6
2025-04,Delhi,Tuberculosis,7
2025-04,Delhi,Hepatitis A,20
2025-04,Bengaluru,Dengue,2
2025-04,Bengaluru,Malaria,8
2025-04,Bengaluru,Cholera,22
2025-04,Bengaluru,Typhoid,16
2025-04,Bengaluru,Tuberculosis,28
2025-04,Bengaluru,Hepatitis A,10
2025-04,Hyderabad,Dengue,3
2025-04,Hyderabad,Malaria,16
2025-04,Hyderabad,Cholera,23
2025-04,Hyderabad,Typhoid,14
2025-04,Hyderabad,Tuberculosis,24
2025-04,Hyderabad,Hepatitis A,11
2025-04,Ahmedabad,Dengue,15
2025-04,Ahmedabad,Malaria,18
2025-04,Ahmedabad,Cholera,2
2025-04,Ahmedabad,Typhoid,21
2025-04,Ahmedabad,Tuberculosis,21
2025-04,Ahmedabad,Hepatitis A,14
2025-04,Chennai,Dengue,22
2025-04,Chennai,Malaria,22
2025-04,Chennai,Cholera,18
2025-04,Chennai,Typhoid,15
2025-04,Chennai,Tuberculosis,3
2025-04,Chennai,Hepatitis A,10
2025-04,Kolkata,Dengue,23
2025-04,Kolkata,Malaria,39
2025-04,Kolkata,Cholera,24
2025-04,Kolkata,Typhoid,24
2025-04,Kolkata,Tuberculosis,12
2025-04,Kolkata,Hepatitis A,20
2025-04,Pune,Dengue,38
2025-04,Pune,Malaria,31
2025-04,Pune,Cholera,5
2025-04,Pune,Typhoid,9
2025-04,Pune,Tuberculosis,31
2025-04,Pune,Hepatitis A,9
2025-04,Jaipur,Dengue,8
2025-04,Jaipur,Malaria,31
2025-04,Jaipur,Cholera,32
2025-04,Jaipur,Typhoid,12
2025-04,Jaipur,Tuberculosis,19
2025-04,Jaipur,Hepatitis A,13
2025-04,Lucknow,Dengue,8
2025-04,Lucknow,Malaria,18
2025-04,Lucknow,Cholera,31
2025-04,Lucknow,Typhoid,17
2025-04,Lucknow,Tuberculosis,14
2025-04,Lucknow,Hepatitis A,24
2025-05,Mumbai,Dengue,18
2025-05,Mumbai,Malaria,32
2025-05,Mumbai,Cholera,19
2025-05,Mumbai,Typhoid,16
2025-05,Mumbai,Tuberculosis,14
2025-05,Mumbai,Hepatitis A,26
2025-05,Delhi,Dengue,18
2025-05,Delhi,Malaria,11
2025-05,Delhi,Cholera,20
2025-05,Delhi,Typhoid,5
2025-05,Delhi,Tuberculosis,33
2025-05,Delhi,Hepatitis A,28
2025-05,Bengaluru,Dengue,15
2025-05,Bengaluru,Malaria,14
2025-05,Bengaluru,Cholera,26
2025-05,Bengaluru,Typhoid,11
2025-05,Bengaluru,Tuberculosis,13
2025-05,Bengaluru,Hepatitis A,22
2025-05,Hyderabad,Dengue,9
2025-05,Hyderabad,Malaria,30
2025-05,Hyderabad,Cholera,26
2025-05,Hyderabad,Typhoid,8
2025-05,Hyderabad,Tuberculosis,24
2025-05,Hyderabad,Hepatitis A,37
2025-05,Ahmedabad,Dengue,38
2025-05,Ahmedabad,Malaria,24
2025-05,Ahmedabad,Cholera,11
2025-05,Ahmedabad,Typhoid,14
2025-05,Ahmedabad,Tuberculosis,31
2025-05,Ahmedabad,Hepatitis A,12
2025-05,Chennai,Dengue,13
2025-05,Chennai,Malaria,23
2025-05,Chennai,Cholera,36
2025-05,Chennai,Typhoid,11
2025-05,Chennai,Tuberculosis,32
2025-05,Chennai,Hepatitis A,24
2025-05,Kolkata,Dengue,36
2025-05,Kolkata,Malaria,21
2025-05,Kolkata,Cholera,5
2025-05,Kolkata,Typhoid,24
2025-05,Kolkata,Tuberculosis,8
2025-05,Kolkata,Hepatitis A,4
2025-05,Pune,Dengue,19
2025-05,Pune,Malaria,10
2025-05,Pune,Cholera,25
2025-05,Pune,Typhoid,29
2025-05,Pune,Tuberculosis,8
2025-05,Pune,Hepatitis A,14
2025-05,Jaipur,Dengue,9
2025-05,Jaipur,Malaria,10
2025-05,Jaipur,Cholera,13
2025-05,Jaipur,Typhoid,33
2025-05,Jaipur,Tuberculosis,10
2025-05,Jaipur,Hepatitis A,14
2025-05,Lucknow,Dengue,5
2025-05,Lucknow,Malaria,30
2025-05,Lucknow,Cholera,16
2025-05,Lucknow,Typhoid,5
2025-05,Lucknow,Tuberculosis,2
2025-05,Lucknow,Hepatitis A,11
2025-06,Mumbai,Dengue,19
2025-06,Mumbai,Malaria,6
2025-06,Mumbai,Cholera,25
2025-06,Mumbai,Typhoid,16
2025-06,Mumbai,Tuberculosis,34
2025-06,Mumbai,Hepatitis A,25
2025-06,Delhi,Dengue,8
2025-06,Delhi,Malaria,7
2025-06,Delhi,Cholera,10
2025-06,Delhi,Typhoid,8
2025-06,Delhi,Tuberculosis,13
2025-06,Delhi,Hepatitis A,2
2025-06,Bengaluru,Dengue,30
2025-06,Bengaluru,Malaria,6
2025-06,Bengaluru,Cholera,19
2025-06,Bengaluru,Typhoid,28
2025-06,Bengaluru,Tuberculosis,33
2025-06,Bengaluru,Hepatitis A,11
2025-06,Hyderabad,Dengue,13
2025-06,Hyderabad,Malaria,30
2025-06,Hyderabad,Cholera,25
2025-06,Hyderabad,Typhoid,13
2025-06,Hyderabad,Tuberculosis,26
2025-06,Hyderabad,Hepatitis A,18
2025-06,Ahmedabad,Dengue,16
2025-06,Ahmedabad,Malaria,8
2025-06,Ahmedabad,Cholera,30
2025-06,Ahmedabad,Typhoid,38
2025-06,Ahmedabad,Tuberculosis,26
2025-06,Ahmedabad,Hepatitis A,16
2025-06,Chennai,Dengue,24
2025-06,Chennai,Malaria,6
2025-06,Chennai,Cholera,6
2025-06,Chennai,Typhoid,10
2025-06,Chennai,Tuberculosis,22
2025-06,Chennai,Hepatitis A,4
2025-06,Kolkata,Dengue,15
2025-06,Kolkata,Malaria,20
2025-06,Kolkata,Cholera,10
2025-06,Kolkata,Typhoid,5
2025-06,Kolkata,Tuberculosis,16
2025-06,Kolkata,Hepatitis A,18
2025-06,Pune,Dengue,9
2025-06,Pune,Malaria,22
2025-06,Pune,Cholera,12
2025-06,Pune,Typhoid,7
2025-06,Pune,Tuberculosis,8
2025-06,Pune,Hepatitis A,3
2025-06,Jaipur,Dengue,9
2025-06,Jaipur,Malaria,18
2025-06,Jaipur,Cholera,20
2025-06,Jaipur,Typhoid,12
2025-06,Jaipur,Tuberculosis,31
2025-06,Jaipur,Hepatitis A,13
2025-06,Lucknow,Dengue,34
2025-06,Lucknow,Malaria,13
2025-06,Lucknow,Cholera,15
2025-06,Lucknow,Typhoid,17
2025-06,Lucknow,Tuberculosis,6
2025-06,Lucknow,Hepatitis A,8
